,Bidding Zone,Installed Capacity [MW],Name,Production Type,Voltage Connection Level [kV]
11WD7WEIS-B-KW-C,10Y1001A1001A82H,2389.0,Weisweiler,Fossil Brown coal/Lignite,380.0
11WD7KWKN----KW1,10Y1001A1001A82H,784.0,Knapsack 1,Fossil Gas,380.0
11WD7IBBE2S--KW6,10Y1001A1001A82H,791.0,Ibbenbüren,Fossil Hard coal,380.0
11WD4MUST5G----B,10Y1001A1001A82H,178.9,HKW Stuttgart-Münster,Waste,110.0
11WD2BHAS000271O,10Y1001A1001A82H,119.0,KW Hastedt,Fossil Hard coal,110.0
11WD7NIED-B-KW-5,10Y1001A1001A82H,2795.0,Niederaußem,Fossil Brown coal/Lignite,380.0
11WD8MARK1H----7,10Y1001A1001A82H,960.0,PSW Markersbach,Hydro Pumped Storage,380.0
11WD8MOOR1C----G,10Y1001A1001A82H,1600.0,HKW Moorburg,Fossil Hard coal,110.0
11WD2WBWK000317H,10Y1001A1001A82H,277.0,HKW West,Fossil Hard coal,110.0
11WD7ELLE5X--KWV,10Y1001A1001A82H,189.1,Kraftwerk Flingern,Waste,110.0
11WD2LIND5G----6,10Y1001A1001A82H,230.0,GKW Linden (GKL),Fossil Gas,110.0
11WD8MOAB5X----5,10Y1001A1001A82H,140.0,Moabit,Fossil Hard coal,110.0
11WD7NEUR-B-KW-B,10Y1001A1001A82H,4212.0,Neurath,Fossil Brown coal/Lignite,380.0
11WD4GKM-2CD4--J,10Y1001A1001A82H,1037.3,GKM AG TNG,Fossil Hard coal,220.0
11WD2BUSC0002637,10Y1001A1001A82H,352.0,Kraftwerk Buschhaus,Fossil Brown coal/Lignite,380.0
11WD2GHKW000296G,10Y1001A1001A82H,1360.0,Grohnde,Nuclear,380.0
11WD2BRKW000294C,10Y1001A1001A82H,1410.0,Brokdorf,Nuclear,380.0
11WD8HOH22H----1,10Y1001A1001A82H,320.0,PSW Hohenwarte II,Hydro Pumped Storage,220.0
11WD4SAEK2HS---S,10Y1001A1001A82H,180.0,Schluchseewerk AG,Hydro Pumped Storage,220.0
11WD4WEHR1HS---G,10Y1001A1001A82H,455.0,Schluchseewerk AG,Hydro Pumped Storage,220.0
11WD2KIKW000301W,10Y1001A1001A82H,323.0,Kiel,Fossil Hard coal,220.0
11WD2SUE1000099L,10Y1001A1001A82H,298.0,Sued GuD1,Fossil Gas,110.0
11WD4AL1KU1-S--E,10Y1001A1001A82H,595.0,HKW Altbach/Deizisau,Fossil Hard coal,380.0
14W-DRX-WP-KW--S,10Y1001A1001A82H,116.7,UW Druxberge,Wind Onshore,110.0
11WD7RHAU5G-3--3,10Y1001A1001A82H,274.0,HKW III,Fossil Gas,110.0
11WD7ENSD2SKW1-4,10Y1001A1001A82H,106.0,Kraftwerk Ensdorf,Fossil Hard coal,220.0
11WD7LUDW2GA800M,10Y1001A1001A82H,412.0,GuD Ludwigshafen Mitte,Fossil Gas,220.0
11WD7KWHU----KW9,10Y1001A1001A82H,746.0,KW Lünen,Fossil Hard coal,380.0
11WD2WILK000286V,10Y1001A1001A82H,726.0,Kraftwerk Wilhelmshaven,Fossil Hard coal,380.0
11WD8TIEF5X----V,10Y1001A1001A82H,316.0,HKW Tiefstack,Fossil Hard coal,110.0
11WD2HUKW000298J,10Y1001A1001A82H,321.0,Huntorf,Fossil Gas,220.0
11WD2W2--0002757,10Y1001A1001A82H,480.0,Waldeck II,Hydro Pumped Storage,380.0
11WD2BUKW000310A,10Y1001A1001A82H,120.0,Burghausen_GT,Fossil Gas,110.0
11WD4GKNK1S----S,10Y1001A1001A82H,1320.0,Kernkraftwerk Neckarwestheim,Nuclear,380.0
11WD2SRKW000345J,10Y1001A1001A82H,181.0,HKW-Nürnberg-Sandreuth,Fossil Gas,110.0
11WD8KLIN5X----0,10Y1001A1001A82H,164.0,HKW Klingenberg,Fossil Gas,110.0
11WD8MITT5G----0,10Y1001A1001A82H,444.0,HKW Mitte,Fossil Gas,110.0
11WD4KKP21N-S--O,10Y1001A1001A82H,1402.0,KKW Philippsburg,Nuclear,380.0
11WD2FARK000287K,10Y1001A1001A82H,350.0,Kraftwerk Farge,Fossil Hard coal,380.0
11WD2HERR5GKW--1,10Y1001A1001A82H,100.0,KW Herrenhausen (KWH),Fossil Gas,110.0
11WD2OGW20003378,10Y1001A1001A82H,252.0,Gode Wind II,Wind Offshore,155.0
11WD2OWS0000352F,10Y1001A1001A82H,288.0,Sandbank,Wind Offshore,380.0
11WD2NO2K000308Z,10Y1001A1001A82H,373.0,Nord 2,Fossil Hard coal,110.0
11WD2ISKW000299Q,10Y1001A1001A82H,1410.0,Isar 2,Nuclear,380.0
11WD2FFW-000203E,10Y1001A1001A82H,267.0,HKW West,Fossil Gas,110.0
11WD8BALT3W---PS,10Y1001A1001A82H,336.3,Windpark Baltic 1 and 2,Wind Offshore,380.0
11WD8BOXB1L----J,10Y1001A1001A82H,2470.0,KW Boxberg,Fossil Brown coal/Lignite,380.0
11WD2OGW1000346F,10Y1001A1001A82H,332.0,Gode Wind I,Wind Offshore,155.0
11WD8LICH5G----1,10Y1001A1001A82H,144.0,HKW Lichterfelde,Fossil Gas,110.0
11WD4DAXLA-S---T,10Y1001A1001A82H,1347.0,Rheinhafen-Dampfkraftwerk Karlsruhe,Fossil Hard coal,380.0
11WD4GKM-XCD0--3,10Y1001A1001A82H,254.0,GKM AG DBEnergie,Fossil Hard coal,110.0
11WD2WI1K000303F,10Y1001A1001A82H,757.0,Wilhelmshaven,Fossil Hard coal,220.0
11WD8REUT5X----M,10Y1001A1001A82H,160.0,HKW Reuter,Fossil Hard coal,110.0
11WD4SWSW5HD7--F,10Y1001A1001A82H,870.0,Schluchsee,Hydro Pumped Storage,380.0
11WD7EMSL-G-KW-T,10Y1001A1001A82H,1820.0,Emsland,Fossil Gas,380.0
11WD2STAU0001800,10Y1001A1001A82H,1132.0,Staudinger,Fossil Gas,380.0
11WD8SCHW5X----D,10Y1001A1001A82H,359.0,Industriekraftwerk PCK,Fossil Oil,110.0
11WD8SWPU1L----5,10Y1001A1001A82H,1510.0,KW Schwarze Pumpe,Fossil Brown coal/Lignite,380.0
11WD7STUM----KW9,10Y1001A1001A82H,850.0,KW Hamm-Uentrop,Fossil Gas,380.0
11WD2IRSC000179N,10Y1001A1001A82H,1822.0,Irsching,Fossil Gas,380.0
11WD8GOLD1H----6,10Y1001A1001A82H,1060.0,PSW Goldisthal,Hydro Pumped Storage,380.0
11WD8GEHA5H----R,10Y1001A1001A82H,120.0,PSW Geesthacht,Hydro Pumped Storage,110.0
11WD2OBA1000349Z,10Y1001A1001A82H,400.0,WP Bard Offshore 1,Wind Offshore,155.0
11WD7KRBG1K-KW-V,10Y1001A1001A82H,1288.0,Gundremmingen,Nuclear,380.0
11WD7SCHO-S--KWW,10Y1001A1001A82H,690.0,Scholven,Fossil Hard coal,380.0
11WD7KOEP2P--KWG,10Y1001A1001A82H,162.0,Koepchenwerk,Hydro Pumped Storage,380.0
11WD8LIPD1L----P,10Y1001A1001A82H,1782.0,KW Lippendorf,Fossil Brown coal/Lignite,380.0
11WD7KKE-1K--KW5,10Y1001A1001A82H,1336.0,Emsland,Nuclear,380.0
11WD2HEKW000297X,10Y1001A1001A82H,875.0,Heyden,Fossil Hard coal,380.0
11WD2SUE2000103B,10Y1001A1001A82H,400.0,Sued GuD2,Fossil Gas,110.0
11WD7WEST1S-KW-K,10Y1001A1001A82H,780.0,Westfalen,Fossil Hard coal,380.0
11WD8WED15C----Q,10Y1001A1001A82H,250.0,HKW Wedel,Fossil Hard coal,110.0
11WD7GERS-X-KW-C,10Y1001A1001A82H,1948.0,Gersteinwerk,Fossil Gas,380.0
11WD8JAEN1L----Z,10Y1001A1001A82H,2500.0,KW Jänschwalde,Fossil Brown coal/Lignite,380.0
11WD8WILM5O----7,10Y1001A1001A82H,276.0,Wilmersdorf,Fossil Oil,110.0
11WD2OBR1000278R,10Y1001A1001A82H,312.0,Borkum Riffgrund I,Wind Offshore,155.0
45W000000000016R,10YDK-1--------W,405.0,Nordjyllandsvaerket,Fossil Hard coal,400.0
45W000000000017P,10YDK-1--------W,377.0,Esbjergvaerket,Fossil Hard coal,150.0
45W000000000014V,10YDK-1--------W,407.1,Fynsvaerket,Fossil Hard coal,400.0
45W000000000015T,10YDK-1--------W,730.0,Studstrupvaerket,Fossil Hard coal,400.0
45W0000000000110,10YDK-1--------W,392.0,Skaerbaekvaerket,Fossil Gas,400.0
45W000000000114R,10YDK-1--------W,407.0,Horns Rev C,Wind Offshore,220.0
45W000000000112V,10YDK-1--------W,108.2,Silkeborgvaerket,Fossil Gas,60.0
45W000000000024S,10YDK-1--------W,209.3,Horns Rev B,Wind Offshore,150.0
45W000000000023U,10YDK-1--------W,160.0,Horns Rev A,Wind Offshore,150.0
45W000000000022W,10YDK-1--------W,399.6,Anholt,Wind Offshore,220.0
45W000000000019L,10YDK-2--------M,165.6,Roedsand 1,Wind Offshore,132.0
45W000000000013X,10YDK-2--------M,479.0,Amagervaerket,Fossil Hard coal,132.0
45W000000000012Z,10YDK-2--------M,787.0,Asnaesvaerket,Fossil Hard coal,132.0
45W0000000000102,10YDK-2--------M,815.0,Avedoerevaerket,Biomass,400.0
45W000000000009O,10YDK-2--------M,664.0,Kyndbyvaerket,Fossil Oil,132.0
45W000000000021Y,10YDK-2--------M,207.0,Roedsand 2,Wind Offshore,132.0
45W000000000019L,10Y1001A1001A796,165.6,Roedsand 1,Wind Offshore,132.0
45W000000000016R,10Y1001A1001A796,405.0,Nordjyllandsvaerket,Fossil Hard coal,400.0
45W000000000017P,10Y1001A1001A796,377.0,Esbjergvaerket,Fossil Hard coal,150.0
45W000000000014V,10Y1001A1001A796,407.1,Fynsvaerket,Fossil Hard coal,400.0
45W000000000013X,10Y1001A1001A796,479.0,Amagervaerket,Fossil Hard coal,132.0
45W000000000015T,10Y1001A1001A796,730.0,Studstrupvaerket,Fossil Hard coal,400.0
45W000000000012Z,10Y1001A1001A796,787.0,Asnaesvaerket,Fossil Hard coal,132.0
45W0000000000110,10Y1001A1001A796,392.0,Skaerbaekvaerket,Fossil Gas,400.0
45W0000000000102,10Y1001A1001A796,815.0,Avedoerevaerket,Biomass,400.0
45W000000000009O,10Y1001A1001A796,664.0,Kyndbyvaerket,Fossil Oil,132.0
45W000000000114R,10Y1001A1001A796,407.0,Horns Rev C,Wind Offshore,220.0
45W000000000112V,10Y1001A1001A796,108.2,Silkeborgvaerket,Fossil Gas,60.0
45W000000000024S,10Y1001A1001A796,209.3,Horns Rev B,Wind Offshore,150.0
45W000000000021Y,10Y1001A1001A796,207.0,Roedsand 2,Wind Offshore,132.0
45W000000000023U,10Y1001A1001A796,160.0,Horns Rev A,Wind Offshore,150.0
45W000000000022W,10Y1001A1001A796,399.6,Anholt,Wind Offshore,220.0
38W-MT--AREJ2--A,10Y1001A1001A39I,140.0,Kiisa AREJ 2,Fossil Gas,330.0
38W-MT--AREJ---M,10Y1001A1001A39I,110.0,Kiisa AREJ 1,Fossil Gas,110.0
38W-MT--BEJ----R,10Y1001A1001A39I,472.0,Balti Elektrijaam,Fossil Oil shale,330.0
38W-MT--IRU--Q-T,10Y1001A1001A39I,173.0,IRU Elektrijaam,Fossil Gas,110.0
38W-MT--EEJ----3,10Y1001A1001A39I,1369.0,Eesti Elektrijaam,Fossil Oil shale,330.0
38W-KTJ-AUVERE-Z,10Y1001A1001A39I,270.0,Auvere kondensatsioonielektrijaam,Fossil Oil shale,330.0
44W-T-YT-000020M,10YFI-1--------U,167.0,Martinlaakso,Other,110.0
44W-T-TV-000000N,10YFI-1--------U,117.0,Metsälä,Wind Onshore,110.0
44W-K-LV-000000Q,10YFI-1--------U,150.0,Haapavesi,Fossil Peat,220.0
44W-00000000006L,10YFI-1--------U,125.0,Raahen Voima,Other,110.0
44W-T-VV-000012X,10YFI-1--------U,145.0,Haapaniemi,Fossil Peat,110.0
44W-T-VV-000005U,10YFI-1--------U,138.0,Ossauskoski,Hydro Run-of-river and poundage,220.0
44W-T-VV-000004W,10YFI-1--------U,128.0,Isohaara,Hydro Run-of-river and poundage,110.0
44W-T-YT-000000S,10YFI-1--------U,240.0,Alholmens Kraft,Fossil Peat,110.0
44W-T-YT-000004K,10YFI-1--------U,170.0,Kymijärvi,Fossil Hard coal,110.0
44W-T-YT-000003M,10YFI-1--------U,190.0,Keljonlahti,Fossil Peat,110.0
44W-T-YT-000002O,10YFI-1--------U,125.0,Kaukaan Voima,Biomass,110.0
44W-T-YT-000001Q,10YFI-1--------U,210.0,Hanasaari,Fossil Hard coal,110.0
44W-T-YT-000009A,10YFI-1--------U,120.0,Seinäjoki,Fossil Peat,110.0
44W-T-LV-000004L,10YFI-1--------U,240.0,Tahkoluoto,Fossil Hard coal,110.0
44W-T-YT-000008C,10YFI-1--------U,155.0,Salmisaari,Fossil Hard coal,110.0
44W-T-LV-000005J,10YFI-1--------U,128.0,Kellosaari,Fossil Oil,110.0
44W-T-YT-000007E,10YFI-1--------U,129.0,Naistenlahti 1,Fossil Gas,110.0
44W-T-LV-000002P,10YFI-1--------U,450.0,Kristiina,Fossil Hard coal,400.0
44W-T-YT-000006G,10YFI-1--------U,471.0,Naantali,Fossil Hard coal,110.0
44W-T-LV-000003N,10YFI-1--------U,565.0,Meri-Pori,Fossil Hard coal,400.0
44W-T-YT-000005I,10YFI-1--------U,142.0,Lielahti,Fossil Gas,110.0
44W-T-YV-0000026,10YFI-1--------U,880.0,Olkiluoto 1,Nuclear,400.0
44W-T-YV-0000034,10YFI-1--------U,890.0,Olkiluoto 2,Nuclear,400.0
44W-T-YV-0000042,10YFI-1--------U,1600.0,Olkiluoto 3,Nuclear,400.0
44W-T-VV-000003Y,10YFI-1--------U,192.0,Imatra,Hydro Run-of-river and poundage,110.0
44W-T-YV-000000A,10YFI-1--------U,496.0,Loviisa 1,Nuclear,400.0
44W-T-YV-0000018,10YFI-1--------U,496.0,Loviisa 2,Nuclear,400.0
44W-T-YT-000012L,10YFI-1--------U,383.0,Vaskiluoto,Fossil Hard coal,110.0
44W-T-YT-000011N,10YFI-1--------U,120.0,Toppila,Fossil Peat,110.0
44W-T-YT-000010P,10YFI-1--------U,354.0,Suomenoja,Fossil Gas,110.0
44W-T-YT-000017B,10YFI-1--------U,260.0,Äänekoski,Biomass,110.0
44W-T-KT-000002G,10YFI-1--------U,180.0,Huutokoski kt,Fossil Oil,110.0
44W-T-YT-000016D,10YFI-1--------U,143.0,Pietarsaari,Biomass,110.0
44W-T-KT-000001I,10YFI-1--------U,326.0,Forssa,Fossil Oil,110.0
44W-T-YT-000015F,10YFI-1--------U,107.0,Uimaharju,Biomass,110.0
44W-T-YT-000014H,10YFI-1--------U,100.0,Kuusaanniemi,Biomass,110.0
44W-T-YT-000013J,10YFI-1--------U,480.0,Vuosaari,Fossil Gas,110.0
44W-T-YT-0000189,10YFI-1--------U,185.0,Kaukopää,Biomass,110.0
44W-T-KT-000003E,10YFI-1--------U,125.0,Olkiluoto kt,Fossil Oil,110.0
33W--TEC-TE-TO-B,10YMK-MEPSO----8,251.0,TE-TO,Fossil Gas,110.0
33W-TECOSLOMEJ-7,10YMK-MEPSO----8,125.0,OSLOMEJ,Fossil Brown coal/Lignite,110.0
33W-TEC-BITOLA-F,10YMK-MEPSO----8,699.0,BITOLA,Fossil Brown coal/Lignite,400.0
33W-HEC-TIKVES-8,10YMK-MEPSO----8,114.0,TIKVES,Hydro Water Reservoir,110.0
33W-HEC-VRUTOK-B,10YMK-MEPSO----8,150.0,VRUTOK,Hydro Run-of-river and poundage,110.0
17W100P100P0260J,10YFR-RTE------C,85.0,BRENNILIS 2,Fossil Oil,225.0
17W100P100P01792,10YFR-RTE------C,910.0,BLAYAIS 3,Nuclear,400.0
17W100P100P01784,10YFR-RTE------C,910.0,BLAYAIS 2,Nuclear,400.0
17W100P100P0263D,10YFR-RTE------C,85.0,DIRINON 1,Fossil Oil,225.0
17W100P100P01776,10YFR-RTE------C,910.0,BLAYAIS 1,Nuclear,400.0
17W100P100P0261H,10YFR-RTE------C,134.0,BRENNILIS 3,Fossil Oil,225.0
17W100P100P0309F,10YFR-RTE------C,145.4,SAUSSAZ,Hydro Run-of-river and poundage,225.0
17W100P100P0308H,10YFR-RTE------C,147.8,STRASBOURG,Hydro Run-of-river and poundage,225.0
17W100P100P0307J,10YFR-RTE------C,162.1,KEMBS,Hydro Run-of-river and poundage,225.0
17W100P100P0306L,10YFR-RTE------C,156.0,OTTMARSHEIM,Hydro Run-of-river and poundage,63.0
17W100P100P0228F,10YFR-RTE------C,1335.0,ST ALBAN 2,Nuclear,400.0
17W100P100P0313O,10YFR-RTE------C,119.0,COUESQUE,Hydro Run-of-river and poundage,225.0
17W100P100P0311S,10YFR-RTE------C,140.5,VOGELGRUN,Hydro Run-of-river and poundage,225.0
17W100P100P0227H,10YFR-RTE------C,1335.0,ST ALBAN 1,Nuclear,400.0
17W100P100P0312Q,10YFR-RTE------C,124.2,RANDENS,Hydro Run-of-river and poundage,150.0
17W100P100P0310U,10YFR-RTE------C,140.5,GERSTHEIM,Hydro Run-of-river and poundage,225.0
17W100P100P0226J,10YFR-RTE------C,1330.0,PENLY 2,Nuclear,400.0
17W100P100P0225L,10YFR-RTE------C,1330.0,PENLY 1,Nuclear,400.0
17W100P100P0317G,10YFR-RTE------C,101.0,SAINT PIERRE COGNET,Hydro Run-of-river and poundage,225.0
17W100P100P0316I,10YFR-RTE------C,104.0,PASSY,Hydro Run-of-river and poundage,225.0
17W100P100P0315K,10YFR-RTE------C,104.0,ASTON,Hydro Run-of-river and poundage,225.0
17W100P100P0229D,10YFR-RTE------C,915.0,ST LAURENT 1,Nuclear,400.0
17W100P100P0314M,10YFR-RTE------C,115.6,HERMILLON,Hydro Run-of-river and poundage,225.0
17W100P100P02683,10YFR-RTE------C,179.0,VAIRES 2,Fossil Oil,225.0
17W100P100P0353C,10YFR-RTE------C,130.0,AMFARD15,Fossil Gas,225.0
17W100P100P02691,10YFR-RTE------C,182.0,VAIRES 3,Fossil Oil,225.0
17W100P100P02675,10YFR-RTE------C,181.0,VAIRES 1,Fossil Oil,225.0
17W100P100P0352E,10YFR-RTE------C,62.0,CYCOFOS TV2,Other,225.0
17W100P100P02667,10YFR-RTE------C,203.0,GENNEVILLIERS 1,Fossil Gas,225.0
17W100B100P0189S,10YFR-RTE------C,1300.0,CATTENOM 3,Nuclear,400.0
17W100P100P0351G,10YFR-RTE------C,428.0,CYCOFOS,Fossil Gas,225.0
17W100P100P02659,10YFR-RTE------C,85.0,DIRINON 2,Fossil Oil,225.0
17W100P100P0350I,10YFR-RTE------C,796.0,DK6,Fossil Gas,225.0
17W100P100P0224N,10YFR-RTE------C,1330.0,PALUEL 4,Nuclear,400.0
17W100P100P0222R,10YFR-RTE------C,1330.0,PALUEL 2,Nuclear,400.0
17W100P100P0223P,10YFR-RTE------C,1330.0,PALUEL 3,Nuclear,400.0
17W100P100P0221T,10YFR-RTE------C,1330.0,PALUEL 1,Nuclear,400.0
17W100P100P0220V,10YFR-RTE------C,1310.0,NOGENT 2,Nuclear,400.0
17W100P100P01873,10YFR-RTE------C,1300.0,CATTENOM 1,Nuclear,400.0
17W100P100P0272C,10YFR-RTE------C,240.0,RANCE,Marine,225.0
17W100P100P01865,10YFR-RTE------C,1310.0,BELLEVILLE 2,Nuclear,400.0
17W100P100P0271E,10YFR-RTE------C,185.0,MONTEREAU 6,Fossil Oil,225.0
17W100P100P01857,10YFR-RTE------C,1310.0,BELLEVILLE 1,Nuclear,400.0
17W000001017788H,10YFR-RTE------C,40.5,SEYSSEL,Hydro Run-of-river and poundage,63.0
17W100P100P0270G,10YFR-RTE------C,185.0,MONTEREAU 5,Fossil Oil,225.0
17W100P100P01849,10YFR-RTE------C,880.0,BUGEY 5,Nuclear,400.0
17W000001017789F,10YFR-RTE------C,90.0,CHAUTAGNE,Hydro Run-of-river and poundage,63.0
17W100P100P02764,10YFR-RTE------C,742.3,SUPER BISSORTE,Hydro Pumped Storage,400.0
17W100P100P02756,10YFR-RTE------C,1700.0,GRAND MAISON,Hydro Pumped Storage,400.0
17W100P100P02748,10YFR-RTE------C,320.0,COCHE,Hydro Pumped Storage,400.0
17W100P100P01881,10YFR-RTE------C,1300.0,CATTENOM 2,Nuclear,400.0
17W100P100P0273A,10YFR-RTE------C,485.0,CHEYLAS,Hydro Pumped Storage,400.0
17W100P100P0319C,10YFR-RTE------C,397.5,GENISSIAT,Hydro Run-of-river and poundage,225.0
17W100P100P0318E,10YFR-RTE------C,401.0,FR-GA-MORANT1,Fossil Gas,225.0
17W100P100P0183B,10YFR-RTE------C,880.0,BUGEY 4,Nuclear,400.0
17W100P100P0182D,10YFR-RTE------C,910.0,BUGEY 3,Nuclear,400.0
17W100P100P0180H,10YFR-RTE------C,910.0,BLAYAIS 4,Nuclear,400.0
17W100P100P0181F,10YFR-RTE------C,910.0,BUGEY 2,Nuclear,400.0
17W100P100P0325H,10YFR-RTE------C,186.6,CADEROUSSE,Hydro Run-of-river and poundage,63.0
17W100P100P0324J,10YFR-RTE------C,349.2,BOLLENE,Hydro Run-of-river and poundage,225.0
17W100P100P0238C,10YFR-RTE------C,580.0,HAVRE 4,Fossil Hard coal,225.0
17W100P100P0323L,10YFR-RTE------C,275.4,CHATEAUNEUF-DU-RHONE,Hydro Run-of-river and poundage,225.0
17W100P100P0237E,10YFR-RTE------C,580.0,CORDEMAIS 5,Fossil Hard coal,225.0
17W100P100P0322N,10YFR-RTE------C,128.0,LOGIS-NEUF 1,Hydro Run-of-river and poundage,225.0
17W100P100P03299,10YFR-RTE------C,122.0,SAINT-PIERRE,Hydro Run-of-river and poundage,225.0
17W100P100P0328B,10YFR-RTE------C,150.0,MAREGES,Hydro Run-of-river and poundage,225.0
17W100P100P0327D,10YFR-RTE------C,210.0,BEAUCAIRE,Hydro Run-of-river and poundage,225.0
17W100P100P0326F,10YFR-RTE------C,120.0,AVIGNON,Hydro Run-of-river and poundage,225.0
17W100P100P0231Q,10YFR-RTE------C,915.0,TRICASTIN 1,Nuclear,225.0
17W100P100P0279Z,10YFR-RTE------C,360.0,AIGLE,Hydro Water Reservoir,225.0
17W000001017793O,10YFR-RTE------C,80.0,PIERRE-BENITE,Hydro Run-of-river and poundage,63.0
17W000001017794M,10YFR-RTE------C,72.0,VAUGRIS,Hydro Run-of-river and poundage,63.0
17W100P100P0232O,10YFR-RTE------C,915.0,TRICASTIN 2,Nuclear,225.0
17W100P100P03647,10YFR-RTE------C,150.0,PROVENCE 4 BIOMASSE,Biomass,225.0
17W100P100P0230S,10YFR-RTE------C,915.0,ST LAURENT 2,Nuclear,400.0
17W000001017795K,10YFR-RTE------C,80.0,SABLONS 1,Hydro Run-of-river and poundage,225.0
17W000001017791S,10YFR-RTE------C,70.0,BREGNIER-CORDON,Hydro Run-of-river and poundage,63.0
17W100P100P02772,10YFR-RTE------C,910.0,MONTEZIC,Hydro Pumped Storage,400.0
17W000001017792Q,10YFR-RTE------C,44.6,SAULT-BRENAZ,Hydro Run-of-river and poundage,63.0
17W100P100P02780,10YFR-RTE------C,808.0,REVIN,Hydro Pumped Storage,400.0
17W100P100P0320R,10YFR-RTE------C,180.0,BOURG les VALENCE,Hydro Run-of-river and poundage,225.0
17W100P100P0236G,10YFR-RTE------C,580.0,CORDEMAIS 4,Fossil Hard coal,225.0
17W100P100P0321P,10YFR-RTE------C,192.0,BEAUCHASTEL,Hydro Run-of-river and poundage,225.0
17W000001017790U,10YFR-RTE------C,90.0,BRENS,Hydro Run-of-river and poundage,225.0
17W100P100P0234K,10YFR-RTE------C,915.0,TRICASTIN 4,Nuclear,225.0
17W100P100P0233M,10YFR-RTE------C,915.0,TRICASTIN 3,Nuclear,225.0
17W100P100P0198Z,10YFR-RTE------C,1495.0,CIVAUX 2,Nuclear,400.0
17W100P100P02845,10YFR-RTE------C,139.0,CURBANS,Hydro Water Reservoir,225.0
17W100P100P02837,10YFR-RTE------C,123.0,COMBE D'AVRIEUX,Hydro Water Reservoir,225.0
17W100P100P01970,10YFR-RTE------C,1495.0,CIVAUX 1,Nuclear,400.0
17W100P100P02829,10YFR-RTE------C,406.0,BROMMAT,Hydro Water Reservoir,225.0
17W100P100P01962,10YFR-RTE------C,1500.0,CHOOZ 2,Nuclear,400.0
17W100P100P0281B,10YFR-RTE------C,235.0,BORT,Hydro Water Reservoir,225.0
17W000001017798E,10YFR-RTE------C,60.0,GERVANS 2,Hydro Run-of-river and poundage,63.0
17W000001017799C,10YFR-RTE------C,63.8,LOGIS NEUF 2,Hydro Run-of-river and poundage,63.0
17W100P100P02861,10YFR-RTE------C,366.0,MONTEYNARD,Hydro Water Reservoir,225.0
17W000001017796I,10YFR-RTE------C,80.0,SABLONS 2,Hydro Run-of-river and poundage,63.0
17W100P100P02853,10YFR-RTE------C,297.0,MALGOVERT,Hydro Water Reservoir,225.0
17W100P100P0199X,10YFR-RTE------C,915.0,CRUAS 1,Nuclear,400.0
17W000001017797G,10YFR-RTE------C,60.0,GERVANS 1,Hydro Run-of-river and poundage,225.0
17W100P100P0191C,10YFR-RTE------C,905.0,CHINON 1,Nuclear,400.0
17W100P100P0190E,10YFR-RTE------C,1300.0,CATTENOM 4,Nuclear,400.0
17W000001017800G,10YFR-RTE------C,66.0,SAUVETERRE,Hydro Run-of-river and poundage,63.0
17W100P100P01954,10YFR-RTE------C,1500.0,CHOOZ 1,Nuclear,400.0
17W100P100P0280D,10YFR-RTE------C,592.0,BATHIE,Hydro Water Reservoir,225.0
17W100P100P01946,10YFR-RTE------C,905.0,CHINON 4,Nuclear,400.0
17W100P100P01938,10YFR-RTE------C,905.0,CHINON 3,Nuclear,400.0
17W100P100P0192A,10YFR-RTE------C,905.0,CHINON 2,Nuclear,400.0
17W100P100P0203V,10YFR-RTE------C,890.0,DAMPIERRE 1,Nuclear,400.0
17W100P100P0337A,10YFR-RTE------C,425.0,COMBIGOLFE,Fossil Gas,225.0
17W100P100P0204T,10YFR-RTE------C,890.0,DAMPIERRE 2,Nuclear,400.0
17W100P100P0202X,10YFR-RTE------C,915.0,CRUAS 4,Nuclear,400.0
17W100P100P0201Z,10YFR-RTE------C,915.0,CRUAS 3,Nuclear,400.0
17W100P100P0334G,10YFR-RTE------C,435.0,SPEM,Fossil Gas,225.0
17W100P100P0208L,10YFR-RTE------C,880.0,FESSENHEIM 2,Nuclear,400.0
17W100P100P0207N,10YFR-RTE------C,880.0,FESSENHEIM 1,Nuclear,400.0
17W100P100P0206P,10YFR-RTE------C,890.0,DAMPIERRE 4,Nuclear,400.0
17W100P100P0205R,10YFR-RTE------C,890.0,DAMPIERRE 3,Nuclear,400.0
17W100P100P0244H,10YFR-RTE------C,585.0,BOUCHAIN 7,Fossil Gas,400.0
17W100P100P0243J,10YFR-RTE------C,427.0,BLENOD 5,Fossil Gas,400.0
17W100P100P0289W,10YFR-RTE------C,109.4,PIED DE BORNE,Hydro Water Reservoir,225.0
17W100P100P0288Y,10YFR-RTE------C,187.0,ORAISON,Hydro Water Reservoir,225.0
17W100P100P02000,10YFR-RTE------C,915.0,CRUAS 2,Nuclear,400.0
17W100P100P0246D,10YFR-RTE------C,465.0,MARTIGUES PONTEAU 6,Fossil Gas,225.0
17W100P100P0245F,10YFR-RTE------C,465.0,MARTIGUES PONTEAU 5,Fossil Gas,225.0
17W100P100P02950,10YFR-RTE------C,103.3,ST ETIENNE CANTALES,Hydro Water Reservoir,90.0
17W100P100P02942,10YFR-RTE------C,240.0,SISTERON,Hydro Water Reservoir,225.0
17W100P100P02934,10YFR-RTE------C,183.0,SARRANS,Hydro Water Reservoir,225.0
17W100P100P0299T,10YFR-RTE------C,116.0,SAINT GUILLERME,Hydro Water Reservoir,63.0
